CAT,PRICE,value,date
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.9,2021-07-30
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.8,2021-07-30
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,4.9,2021-07-30
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.6,2021-07-30
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2021-07-30
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,4.6,2021-07-30
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-07-30
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.3,2021-07-30
Αρνιά εγχωρια,ΚΑΤΩΤΕΡΗ,8,2021-08-02
Αρνιά εγχωρια,ΑΝΩΤΕΡΗ,9,2021-08-02
Αρνιά εγχωρια,ΕΠΙΚΡΑΤΟΥΣΑ,9,2021-08-02
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,7.5,2021-08-02
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8,2021-08-02
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,7.6,2021-08-02
Κατσίκια,ΚΑΤΩΤΕΡΗ,6.9,2021-08-02
Κατσίκια,ΑΝΩΤΕΡΗ,7.8,2021-08-02
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7.4,2021-08-02
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3.5,2021-08-02
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,4.5,2021-08-02
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,4.2,2021-08-02
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.3,2021-08-02
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-02
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.4,2021-08-02
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.7,2021-08-02
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3,2021-08-02
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.8,2021-08-02
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.3,2021-08-02
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.45,2021-08-02
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.35,2021-08-02
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.7,2021-08-02
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.9,2021-08-02
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.8,2021-08-02
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,4.9,2021-08-02
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.6,2021-08-02
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2021-08-02
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,4.6,2021-08-02
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-02
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.3,2021-08-02
Αρνιά εγχωρια,ΚΑΤΩΤΕΡΗ,8,2021-08-04
Αρνιά εγχωρια,ΑΝΩΤΕΡΗ,9,2021-08-04
Αρνιά εγχωρια,ΕΠΙΚΡΑΤΟΥΣΑ,9,2021-08-04
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,7.5,2021-08-04
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8,2021-08-04
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,7.6,2021-08-04
Κατσίκια,ΚΑΤΩΤΕΡΗ,6.9,2021-08-04
Κατσίκια,ΑΝΩΤΕΡΗ,7.8,2021-08-04
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7.4,2021-08-04
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3.5,2021-08-04
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,4.55,2021-08-04
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,4.3,2021-08-04
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.3,2021-08-04
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-04
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.35,2021-08-04
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.7,2021-08-04
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3,2021-08-04
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.8,2021-08-04
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.3,2021-08-04
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.45,2021-08-04
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.35,2021-08-04
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.7,2021-08-04
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.9,2021-08-04
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.8,2021-08-04
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,4.9,2021-08-04
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.6,2021-08-04
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2021-08-04
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,4.6,2021-08-04
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-04
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.3,2021-08-04
Αρνιά εγχωρια,ΚΑΤΩΤΕΡΗ,8.3,2021-08-06
Αρνιά εγχωρια,ΑΝΩΤΕΡΗ,8.8,2021-08-06
Αρνιά εγχωρια,ΕΠΙΚΡΑΤΟΥΣΑ,8.8,2021-08-06
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,7.5,2021-08-06
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8,2021-08-06
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,7.6,2021-08-06
Κατσίκια,ΚΑΤΩΤΕΡΗ,7.3,2021-08-06
Κατσίκια,ΑΝΩΤΕΡΗ,7.8,2021-08-06
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7.4,2021-08-06
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,4.2,2021-08-06
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,4.4,2021-08-06
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,4.3,2021-08-06
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.3,2021-08-06
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-06
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.4,2021-08-06
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.7,2021-08-06
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.8,2021-08-06
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.75,2021-08-06
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.3,2021-08-06
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-06
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.4,2021-08-06
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.7,2021-08-06
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.8,2021-08-06
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.75,2021-08-06
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,4.9,2021-08-06
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.6,2021-08-06
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2021-08-06
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,4.6,2021-08-06
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-06
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.3,2021-08-06
Αρνιά εγχωρια,ΚΑΤΩΤΕΡΗ,8.4,2021-08-09
Αρνιά εγχωρια,ΑΝΩΤΕΡΗ,9.4,2021-08-09
Αρνιά εγχωρια,ΕΠΙΚΡΑΤΟΥΣΑ,8.9,2021-08-09
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,7.3,2021-08-09
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8,2021-08-09
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,7.7,2021-08-09
Κατσίκια,ΚΑΤΩΤΕΡΗ,7,2021-08-09
Κατσίκια,ΑΝΩΤΕΡΗ,7.5,2021-08-09
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7.3,2021-08-09
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,4.2,2021-08-09
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,4.5,2021-08-09
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,4.3,2021-08-09
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.3,2021-08-09
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-09
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.4,2021-08-09
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.7,2021-08-09
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.8,2021-08-09
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.75,2021-08-09
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.3,2021-08-09
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-09
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.4,2021-08-09
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.7,2021-08-09
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.8,2021-08-09
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.75,2021-08-09
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,4.9,2021-08-09
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-09
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2021-08-09
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,4.6,2021-08-09
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-09
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.3,2021-08-09
Αρνιά εγχωρια,ΚΑΤΩΤΕΡΗ,8,2021-08-11
Αρνιά εγχωρια,ΑΝΩΤΕΡΗ,9.5,2021-08-11
Αρνιά εγχωρια,ΕΠΙΚΡΑΤΟΥΣΑ,8.8,2021-08-11
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,7.5,2021-08-11
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8,2021-08-11
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,7.7,2021-08-11
Κατσίκια,ΚΑΤΩΤΕΡΗ,6.5,2021-08-11
Κατσίκια,ΑΝΩΤΕΡΗ,8,2021-08-11
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7,2021-08-11
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3.8,2021-08-11
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,4.5,2021-08-11
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,4.3,2021-08-11
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.3,2021-08-11
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-11
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.4,2021-08-11
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.7,2021-08-11
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.8,2021-08-11
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.75,2021-08-11
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.3,2021-08-11
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-11
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.4,2021-08-11
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.7,2021-08-11
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.8,2021-08-11
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.75,2021-08-11
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,4.9,2021-08-11
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-11
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2021-08-11
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,4.6,2021-08-11
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-11
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.3,2021-08-11
Αρνιά εγχωρια,ΚΑΤΩΤΕΡΗ,8,2021-08-13
Αρνιά εγχωρια,ΑΝΩΤΕΡΗ,9.5,2021-08-13
Αρνιά εγχωρια,ΕΠΙΚΡΑΤΟΥΣΑ,8.9,2021-08-13
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,7.5,2021-08-13
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8,2021-08-13
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,7.7,2021-08-13
Κατσίκια,ΚΑΤΩΤΕΡΗ,6.5,2021-08-13
Κατσίκια,ΑΝΩΤΕΡΗ,8,2021-08-13
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7,2021-08-13
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3.8,2021-08-13
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,4.5,2021-08-13
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,4.3,2021-08-13
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.3,2021-08-13
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-13
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.4,2021-08-13
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.7,2021-08-13
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.8,2021-08-13
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.75,2021-08-13
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.3,2021-08-13
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-13
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.4,2021-08-13
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.7,2021-08-13
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.8,2021-08-13
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.75,2021-08-13
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,4.9,2021-08-13
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-13
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2021-08-13
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,4.6,2021-08-13
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-13
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.3,2021-08-13
Αρνιά εγχωρια,ΚΑΤΩΤΕΡΗ,8,2021-08-16
Αρνιά εγχωρια,ΑΝΩΤΕΡΗ,9.5,2021-08-16
Αρνιά εγχωρια,ΕΠΙΚΡΑΤΟΥΣΑ,8.8,2021-08-16
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,7.3,2021-08-16
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,7.8,2021-08-16
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,7.5,2021-08-16
Κατσίκια,ΚΑΤΩΤΕΡΗ,7.2,2021-08-16
Κατσίκια,ΑΝΩΤΕΡΗ,7.6,2021-08-16
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7.4,2021-08-16
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2021-08-16
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,4.5,2021-08-16
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,4.3,2021-08-16
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.3,2021-08-16
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-16
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.4,2021-08-16
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.7,2021-08-16
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.9,2021-08-16
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.8,2021-08-16
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.3,2021-08-16
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-16
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.35,2021-08-16
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.7,2021-08-16
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.85,2021-08-16
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.75,2021-08-16
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,4.9,2021-08-16
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-16
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2021-08-16
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,4.6,2021-08-16
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-16
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.3,2021-08-16
Αρνιά εγχωρια,ΚΑΤΩΤΕΡΗ,8,2021-08-18
Αρνιά εγχωρια,ΑΝΩΤΕΡΗ,9.5,2021-08-18
Αρνιά εγχωρια,ΕΠΙΚΡΑΤΟΥΣΑ,8.8,2021-08-18
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,7.3,2021-08-18
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,7.8,2021-08-18
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,7.5,2021-08-18
Κατσίκια,ΚΑΤΩΤΕΡΗ,7.2,2021-08-18
Κατσίκια,ΑΝΩΤΕΡΗ,7.6,2021-08-18
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7.4,2021-08-18
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2021-08-18
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,4.5,2021-08-18
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,4.3,2021-08-18
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.3,2021-08-18
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-18
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.4,2021-08-18
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.7,2021-08-18
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.9,2021-08-18
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.8,2021-08-18
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.3,2021-08-18
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-18
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.35,2021-08-18
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.7,2021-08-18
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.85,2021-08-18
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.75,2021-08-18
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,4.9,2021-08-18
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-18
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2021-08-18
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,4.6,2021-08-18
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-18
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.3,2021-08-18
Αρνιά εγχωρια,ΚΑΤΩΤΕΡΗ,8,2021-08-20
Αρνιά εγχωρια,ΑΝΩΤΕΡΗ,9.5,2021-08-20
Αρνιά εγχωρια,ΕΠΙΚΡΑΤΟΥΣΑ,8.8,2021-08-20
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,7.3,2021-08-20
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,7.8,2021-08-20
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,7.5,2021-08-20
Κατσίκια,ΚΑΤΩΤΕΡΗ,7.2,2021-08-20
Κατσίκια,ΑΝΩΤΕΡΗ,7.6,2021-08-20
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7.4,2021-08-20
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2021-08-20
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,4.5,2021-08-20
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,4.3,2021-08-20
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.3,2021-08-20
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-20
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.4,2021-08-20
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.7,2021-08-20
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.9,2021-08-20
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.8,2021-08-20
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.3,2021-08-20
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-20
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.35,2021-08-20
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.7,2021-08-20
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.85,2021-08-20
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.75,2021-08-20
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,4.9,2021-08-20
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-20
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2021-08-20
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,4.6,2021-08-20
